ISIN,Company_Name,BSE_Symbol,NSE_Symbol,Security Code,Face_Value,ON_BSE,ON_NSE
INE0Q9W01015,Faalcon Concepts Ltd,FAALCON,N/A,544164.0,10.0,1,0
INE0QA901010,Rapid Multimodal logistics Ltd,RAPID,N/A,544237.0,10.0,1,0
INE0QBD01018,Hamps Bio Ltd,HAMPS,N/A,544312.0,10.0,1,0
INE0QFT01015,AIK Pipes and Polymers Ltd,AIKPIPES,N/A,544072.0,10.0,1,0
INE0QHY01011,Gconnect Logitech and Supply Chain Ltd,GCONNECT,N/A,544156.0,10.0,1,0
INE0QI101019,Mish Designs Ltd,MISHDESIGN,N/A,544015.0,10.0,1,0
INE0QIS01011,Shree Marutinandan Tubes Ltd,SHREE,N/A,544083.0,10.0,1,0
INE0QMR01015,Clinitech Laboratory Ltd,CTLLAB,N/A,544220.0,10.0,1,0
INE0QMV01017,Bharatrohan Airborne Innovations Ltd,BHARATROHAN,N/A,544535.0,10.0,1,0
INE0QN801017,Krystal Integrated Services Limited,KRYSTAL,KRYSTAL,544149.0,10.0,1,1
INE0QOQ01013,Finelistings Technologies Ltd,FTL,N/A,544173.0,10.0,1,0
INE0QP701017,Valplast Technologies Ltd,VALPLAST,N/A,544565.0,10.0,1,0
INE0QPI01025,Sudeep Pharma Limited,SUDEEPPHRM,SUDEEPPHRM,544619.0,1.0,1,1
INE0QQG01019,Royal Sense Ltd,ROYAL,N/A,544143.0,10.0,1,0
INE0QQJ01021,Parmeshwar Metal Ltd,PARMESHWAR,N/A,544330.0,10.0,1,0
INE0QRL01017,Arkade Developers Limited,ARKADE,ARKADE,544261.0,10.0,1,1
INE0QSB01016,Amkay Products Ltd,AMKAY,N/A,544169.0,10.0,1,0
INE0QSK01017,Siyaram Recycling Industries Ltd,SIYARAM,N/A,544047.0,10.0,1,0
INE0QTF01015,Vibhor Steel Tubes Limited,VSTL,VSTL,544124.0,10.0,1,1
INE0QU501030,Sodhani Capital Ltd,SODHACAP,N/A,544560.0,10.0,1,0
INE0QUL01011,Nexxus Petro Industries Ltd,NEXXUS,N/A,544265.0,10.0,1,0
INE0QUV01010,Sattrix Information Security Ltd,SATTRIX,N/A,544189.0,10.0,1,0
INE0QVH01025,KP Green Engineering Ltd,KPGEL,N/A,544150.0,5.0,1,0
INE0QXT01018,Dolphin Kitchen Utensils and Appliances Ltd,DKUAL,N/A,544170.0,10.0,1,0
INE0QXV01014,Jasch Gauging Technologies Ltd,JGTL,N/A,544112.0,10.0,1,0
INE0QZ901011,Magenta Lifecare Ltd,MAGENTA,N/A,544188.0,10.0,1,0
INE0QZF01012,Gabriel Pet Straps Ltd,GPSL,N/A,544108.0,10.0,1,0
INE0QZQ01019,Shanti Spintex Ltd,SHANTIDENM,N/A,544059.0,10.0,1,0
INE0QZR01017,Methodhub Software Ltd,METHODHUB,N/A,544637.0,10.0,1,0
INE0R4L01018,Denta Water and Infra Solutions Limited,DENTA,DENTA,544345.0,10.0,1,1
INE0R4W01015,Piotex Industries Ltd,PIOTEX,N/A,544178.0,10.0,1,0
INE0R5Z01015,Mayank Cattle Food Ltd,MCFL,N/A,544106.0,10.0,1,0
INE0R6801013,Varyaa Creations Ltd,VARYAA,N/A,544168.0,10.0,1,0
INE0R6Z01013,SRM Contractors Limited,SRM,SRM,544158.0,10.0,1,1
INE0R7D01018,3C IT Solutions and Telecoms (India) Ltd,3CIT,N/A,544190.0,5.0,1,0
INE0R8101016,Covance Softsol Ltd,COVANCE,N/A,544361.0,10.0,1,0
INE0R8B01010,Patel Retail Limited,PATELRMART,PATELRMART,544487.0,10.0,1,1
INE0R8Q01018,Om Metallogic Ltd,OML,N/A,544559.0,10.0,1,0
INE0RB801010,Senores Pharmaceuticals Limited,SENORES,SENORES,544319.0,10.0,1,1
INE0RDJ01019,Vandan Foods Ltd,VANDAN,N/A,544436.0,10.0,1,0
INE0RDM01013,Deepak Chemtex Ltd,DEEPAKCHEM,N/A,544036.0,10.0,1,0
INE0RDR01012,Swashthik Plascon Ltd,SPL,N/A,544035.0,10.0,1,0
INE0RE001014,Gala Precision Engineering Limited,GALAPREC,GALAPREC,544244.0,10.0,1,1
INE0RGM01016,Storage Technologies and Automation Ltd,STAL,N/A,544171.0,10.0,1,0
INE0RH001011,Leo Dryfruits & Spices Trading Ltd,VANDU,N/A,544329.0,10.0,1,0
INE0RIQ01013,Associated Coaters Ltd,ASSOCIATED,N/A,544183.0,10.0,1,0
INE0RJ901010,Srigee Dlm Ltd,SRIGEE,N/A,544399.0,10.0,1,0
INE0RMR01013,Kizi Apparels Ltd,KIZI,N/A,544221.0,10.0,1,0
INE0RNZ01014,Shri Balaji Valve Components Ltd,SBVCL,N/A,544074.0,10.0,1,0
INE0RTI01017,Oval Projects Engineering Ltd,OVAL,N/A,544498.0,10.0,1,0
INE0RU901015,Mangal Compusolution Ltd,MANGALCOMP,N/A,544287.0,10.0,1,0
INE0RUJ01013,GEM Enviro Management Ltd,GEMENVIRO,N/A,544199.0,5.0,1,0
INE0RUY01012,Astron Multigrain Ltd,ASTRONMULT,N/A,544628.0,10.0,1,0
INE0RWQ01014,Tolins Tyres Limited,TOLINS,TOLINS,544254.0,5.0,1,1
INE0RWU01016,GB Logistics Commerce Ltd,GBLOGISTIC,N/A,544348.0,10.0,1,0
INE0RXS01018,Shreenath Paper Products Ltd,SHREENATH,N/A,544372.0,10.0,1,0
INE0RYC01010,Stallion India Fluorochemicals Limited,STALLION,STALLION,544342.0,10.0,1,1
INE0S0701019,Greenhitech Ventures Ltd,GVL,N/A,544163.0,10.0,1,0
INE0S0I01011,United Cotfab Ltd,COTFAB,N/A,544195.0,10.0,1,0
INE0S1B01014,Narmadesh Brass Industries Ltd,NARMADESH,N/A,544680.0,10.0,1,0
INE0S2G01011,Shree Tirupati Balajee Agro Trading Company Limited,BALAJEE,BALAJEE,544249.0,10.0,1,1
INE0S2V01010,Vraj Iron and Steel Limited,VRAJ,VRAJ,544204.0,10.0,1,1
INE0S3G01027,Pace Digitek Limited,PACEDIGITK,PACEDIGITK,544550.0,2.0,1,1
INE0S4R01014,Crizac Limited,CRIZAC,CRIZAC,544439.0,2.0,1,1
INE0S5T01017,Rukmani Devi Garg Agro Impex Ltd,RDGAIL,N/A,544552.0,10.0,1,0
INE0S6R01027,Dindigul Farm Product Ltd,DFPL,N/A,544201.0,10.0,1,0
INE0S9501014,Khyati Global Ventures Ltd,KGVL,N/A,544270.0,10.0,1,0
INE0S9X01011,Ace Alpha Tech Ltd,ACEALPHA,N/A,544431.0,10.0,1,0
INE0SC101013,Supertech Ev Ltd,SEVL,N/A,544428.0,10.0,1,0
INE0SCB01016,Aztec Fluids & Machinery Ltd,AZTEC,N/A,544177.0,10.0,1,0
INE0SDC01012,Emmforce Autotech Ltd,EMMFORCE,N/A,544166.0,10.0,1,0
INE0SFA01011,Sihora Industries Ltd,SIHORA,N/A,544585.0,10.0,1,0
INE0SFZ01018,Broach Lifecare Hospital Ltd,BROACH,N/A,544231.0,10.0,1,0
INE0SG001011,Travels & Rentals Ltd,TRAVELS,N/A,544242.0,10.0,1,0
INE0SGR01013,Shivam Chemicals Ltd,SHIVAM,N/A,544165.0,10.0,1,0
INE0SII01026,Quality Power Electrical Equipments Limited,QPOWER,QPOWER,544367.0,10.0,1,1
INE0SIK01014,Gujarat Peanut And Agri Products Ltd,GPAPL,N/A,544548.0,10.0,1,0
INE0SJA01013,VMS TMT Limited,VMSTMT,VMSTMT,544521.0,10.0,1,1
INE0SJX01015,Asston Pharmaceuticals Ltd,APL,N/A,544445.0,10.0,1,0
INE0SK201011,Resourceful Automobile Ltd,RAL,N/A,544236.0,10.0,1,0
INE0SLP01017,NSB BPO Solutions Ltd,NSBBPO,N/A,544571.0,10.0,1,0
INE0SMU01015,TGIF Agribusiness Ltd,TGIF,N/A,544175.0,10.0,1,0
INE0SMW01011,Paradeep Parivahan Ltd,PPARIVAH,N/A,544383.0,10.0,1,0
INE0SPJ01011,Dhillon Freight Carrier Ltd,DHILLON,N/A,544556.0,10.0,1,0
INE0SRP01014,Telge Projects Ltd,TELGE,N/A,544544.0,10.0,1,0
INE0SUM01015,DSM Fresh Foods Ltd,ZAPPFRESH,N/A,544568.0,10.0,1,0
INE0SVZ01015,Safecure Services Ltd,SAFECURE,N/A,544596.0,10.0,1,0
INE0T1301023,Kasturi Metal Composite Ltd,KASTURI,N/A,544688.0,10.0,1,0
INE0T3401029,Aelea Commodities Ltd,ACLD,N/A,544213.0,10.0,1,0
INE0TBQ01014,Marc Loire Fashions Ltd,MARCLOIRE,N/A,544437.0,10.0,1,0
INE0TD301017,Shanmuga Hospital Ltd,SHANMUGA,N/A,544365.0,10.0,1,0
INE0TE101010,3B Films Ltd,3BFILMS,N/A,544412.0,10.0,1,0
INE0TG901011,Astonea Labs Ltd,ASTONEALAB,N/A,544409.0,10.0,1,0
INE0TGG01014,Desco Infratech Ltd,DESCO,N/A,544387.0,10.0,1,0
INE0TGX01019,Chembond Chemicals Limited,CHEMBONDCH,CHEMBONDCH,544450.0,5.0,1,1
INE0TI501017,Praruh Technologies Ltd,PRARUH,N/A,544538.0,10.0,1,0
INE0TIR01017,Swasth Foodtech India Ltd,SWASTH,N/A,544368.0,10.0,1,0
INE0TJ801010,L. T. Elevator Ltd,LTELEVATOR,N/A,544518.0,10.0,1,0
INE0TL001013,Cryogenic Ogs Ltd,CRYOGENIC,N/A,544440.0,10.0,1,0
INE0TO701015,Mamata Machinery Limited,MAMATA,MAMATA,544318.0,10.0,1,1
INE0TQE01026,Glottis Limited,GLOTTIS,GLOTTIS,544557.0,2.0,1,1
INE0TT901016,Forbes Precision Tools and Machine Parts Ltd,TOTEM,N/A,544186.0,10.0,1,0
INE0TY101024,Solarworld Energy Solutions Limited,SOLARWORLD,SOLARWORLD,544532.0,5.0,1,1
INE0U2L01017,Amwill Health Care Ltd,AMWILL,N/A,544353.0,10.0,1,0
INE0U3I01011,Unimech Aerospace and Manufacturing Limited,UNIMECH,UNIMECH,544322.0,5.0,1,1
INE0U4101014,Bluspring Enterprises Limited,BLUSPRING,BLUSPRING,544414.0,10.0,1,1
INE0U4701011,Digitide Solutions Limited,DIGITIDE,DIGITIDE,544413.0,10.0,1,1
INE0U6201010,Subam Papers Ltd,SUBAM,N/A,544267.0,10.0,1,0
INE0U8P01015,GRE Renew Enertech Ltd,GRERENEW,N/A,544682.0,10.0,1,0
INE0U9D01019,Mahamaya Lifesciences Ltd,MAHALIFE,N/A,544611.0,10.0,1,0
INE0UCL01011,Shayona Engineering Ltd,SHAYONAENG,N/A,544686.0,10.0,1,0
INE0UH001016,Mother Nutri Foods Ltd,MNFL,N/A,544623.0,10.0,1,0
INE0UH301010,Omnitech Engineering Limited,OMNI,OMNI,544720.0,5.0,1,1
INE0UIZ01018,BLACKBUCK LIMITED,BLACKBUCK,BLACKBUCK,544288.0,1.0,1,1
INE0UJF01018,Sharvaya Metals Ltd,SHARVAYA,N/A,544506.0,10.0,1,0
INE0UK501010,Three M Paper Boards Ltd,THREEMPAPE,N/A,544214.0,10.0,1,0
INE0UMC01019,Glen Industries Ltd,GLEN,N/A,544444.0,10.0,1,0
INE0UOS01011,Sanofi Consumer Healthcare India Limited,SANOFICONR,SANOFICONR,544250.0,10.0,1,1
INE0URU01010,Globale Tessile Limited,GLOBALE,GLOBALE,544234.0,10.0,1,1
INE0US801024,Mahalaxmi Fabric Mills Limited,MFML,MFML,544233.0,10.0,1,1
INE0UYT01018,Mach Conferences And Events Ltd,MCEL,N/A,544248.0,10.0,1,0
INE0UZO01024,Neetu Yoshi Ltd,NEETUYOSHI,N/A,544434.0,5.0,1,0
INE0V0L01028,Monarch Surveyors and Engineering Consultants Ltd,MSECL,N/A,544453.0,10.0,1,0
INE0V0W01025,Gujarat Kidney And Super Speciality Limited,GKSL,GKSL,544666.0,2.0,1,1
INE0V3U01015,Globe Civil Projects Limited,GLOBECIVIL,GLOBECIVIL,544424.0,10.0,1,1
INE0V6F01027,Hyundai Motor India Limited,HYUNDAI,HYUNDAI,544274.0,10.0,1,1
INE0V7W01012,Carraro India Limited,CARRARO,CARRARO,544320.0,10.0,1,1
INE0V8A01016,Karbonsteel Engineering Ltd,KARBON,N/A,544511.0,10.0,1,0
INE0V9Q01010,Sri Lotus Developers and Realty Limited,LOTUSDEV,LOTUSDEV,544469.0,1.0,1,1
INE0VDK01019,Purple Wave Infocom Ltd,PURPLEWAVE,N/A,544627.0,10.0,1,0
INE0VDM01015,Meesho Limited,MEESHO,MEESHO,544632.0,1.0,1,1
INE0VI201010,Simandhar Impex Ltd,SIMANDHAR,N/A,544662.0,10.0,1,0
INE0VN801010,Rajesh Power Services Ltd,RAJESH,N/A,544291.0,10.0,1,0
INE0VNH01014,NAPS Global India Ltd,NAPSGLOBAL,N/A,544373.0,10.0,1,0
INE0VOV01021,Dev Accelerator Limited,DEVX,DEVX,544513.0,2.0,1,1
INE0VWL01017,Chemkart India Ltd,CHEMKART,N/A,544442.0,10.0,1,0
INE0VYX01018,Nukleus Office Solutions Ltd,NUKLEUS,N/A,544370.0,10.0,1,0
INE0W0H01017,Solarium Green Energy Ltd,SOLARIUM,N/A,544354.0,10.0,1,0
INE0W1601012,Adcounty Media India Ltd,ADCOUNTY,N/A,544435.0,10.0,1,0
INE0W2G01015,SAGILITY LIMITED,SAGILITY,SAGILITY,544282.0,10.0,1,1
INE0W4D01018,Ravelcare Ltd,RAVEL,N/A,544629.0,10.0,1,0
INE0W4K01013,BLT Logistics Ltd,BLT,N/A,544474.0,10.0,1,0
INE0W5Q01017,Justo Realfintech Ltd,JUSTO,N/A,544542.0,10.0,1,0
INE0WCH01015,Jungle Camps India Ltd,JUNGLECAMP,N/A,544304.0,10.0,1,0
INE0WDX01010,CLN Energy Ltd,CLN,N/A,544347.0,10.0,1,0
INE0WKY01013,INDO SMC Ltd,INDOSMC,N/A,544681.0,10.0,1,0
INE0WO601020,Laxmi Dental Limited,LAXMIDENTL,LAXMIDENTL,544339.0,2.0,1,1
INE0WRP01016,Vashishtha Luxury Fashion Ltd,VASHISHTHA,N/A,544508.0,10.0,1,0
INE0WXM01011,Capitalnumbers Infotech Ltd,CNINFOTECH,N/A,544343.0,10.0,1,0
INE0X4A01013,Apollo Techno Industries Ltd,ATIL,N/A,544671.0,10.0,1,0
INE0XAD01024,Midwest Limited,MIDWESTLTD,MIDWESTLTD,544587.0,5.0,1,1
INE0XAY01012,Toss The Coin Ltd,TTC,N/A,544303.0,10.0,1,0
INE0XBS01012,Airfloa Rail Technology Ltd,AIRFLOA,N/A,544516.0,10.0,1,0
INE0XCV01014,Aten Papers & Foam Ltd,ATENPAPERS,N/A,544417.0,10.0,1,0
INE0XLO01010,Admach Systems Ltd,ADMACH,N/A,544669.0,10.0,1,0
INE0XRR01010,AJC Jewel Manufacturers Ltd,AJCJEWEL,N/A,544425.0,10.0,1,0
INE0XX801016,Sugs Lloyd Ltd,SUGSLLOYD,N/A,544501.0,10.0,1,0
INE0XZB01017,Krupalu Metals Ltd,KRUPALU,N/A,544509.0,10.0,1,0
INE0Y0E01012,Icon Facilitators Ltd,ICON,N/A,544426.0,10.0,1,0
INE0Y8W01017,Anlon Healthcare Limited,AHCL,AHCL,544497.0,10.0,1,1
INE0YD401026,Jain Resource Recycling Limited,JAINREC,JAINREC,544537.0,2.0,1,1
INE0YG001013,Star Imaging And Path Lab Ltd,STARIMAGIN,N/A,544482.0,10.0,1,0
INE0YJA01011,Nanta Tech Ltd,NANTA,N/A,544668.0,10.0,1,0
INE0YON01014,Malpani Pipes And Fittings Ltd,MALPANI,N/A,544351.0,10.0,1,0
INE0YRO01015,Shiv Texchem Ltd,SHIVTEXCHEM,N/A,544272.0,10.0,1,0
INE0Z4F01028,Atlanta Electricals Limited,ATLANTAELE,ATLANTAELE,544527.0,2.0,1,1
INE0ZDY01011,Abram Food Ltd,ABRFL,N/A,544422.0,10.0,1,0
INE0ZE201010,Defrail Technologies Ltd,DEFRAIL,N/A,544677.0,10.0,1,0
INE0ZHT01012,Technichem Organics Ltd,TECHNICHEM,N/A,544327.0,10.0,1,0
INE0ZN101029,Rachit Prints Ltd,RACHIT,N/A,544503.0,10.0,1,0
INE0ZOM01013,Goel Construction Company Ltd,GOELCONS,N/A,544504.0,10.0,1,0
INE100A01010,Atul Limited,ATUL,ATUL,500027.0,10.0,1,1
INE100D01014,W S Industries (I) Limited,WSI,WSI,504220.0,10.0,1,1
INE100E01012,Prashant India Ltd,PRSNTIN,N/A,519014.0,10.0,1,0
INE100F01019,Lyons Corporate Market Ltd,LYONSCO,N/A,531441.0,10.0,1,0
INE101A01026,Mahindra & Mahindra Limited,M&M,M&M,500520.0,5.0,1,1
INE101D01020,Granules India Limited,GRANULES,GRANULES,532482.0,1.0,1,1
INE101E01010,Regal Entertainment & Consultants Ltd,REGAL,N/A,531033.0,10.0,1,0
INE101H01013,Shree Hanuman Sugar & Industries Ltd,HANSUGAR,N/A,537709.0,10.0,1,0
INE101I01011,Afcons Infrastructure Limited,AFCONS,AFCONS,544280.0,10.0,1,1
INE102A01024,HLV LIMITED,HLVLTD,HLVLTD,500193.0,2.0,1,1
INE102B01014,Choice International Limited,CHOICEIN,CHOICEIN,531358.0,10.0,1,1
INE102C01020,Kisaan Parivar Industries Ltd,KISAAN,N/A,519230.0,5.0,1,0
INE102D01028,Godrej Consumer Products Limited,GODREJCP,GODREJCP,532424.0,1.0,1,1
INE102E01018,Oxygenta Pharmaceutical Ltd,OXYGENTAPH,N/A,524636.0,10.0,1,0
INE102F01015,SP Capital Financing Ltd,SPCAPIT,N/A,530289.0,10.0,1,0
INE102I01027,Allied Digital Services Limited,ADSL,ADSL,532875.0,5.0,1,1
INE103A01014,Mangalore Refinery and Petrochemicals Limited,MRPL,MRPL,500109.0,10.0,1,1
INE103C01036,SMC Global Securities Limited,SMCGLOBAL,SMCGLOBAL,543263.0,2.0,1,1
INE103E01016,Samrat Pharmachem Ltd,SAMRATPH,N/A,530125.0,10.0,1,0
INE103V01028,Travel Food Services Limited,TRAVELFOOD,TRAVELFOOD,544443.0,1.0,1,1
INE104201012,Austere Systems Ltd,AUSTERE,N/A,544505.0,10.0,1,0
INE104A01012,KG Denim Ltd,KGDENIM,N/A,500239.0,10.0,1,0
INE104E01014,Savera Industries Ltd,SAVERA,N/A,512634.0,10.0,1,0
INE104F01029,Bodhtree Consulting Ltd,BODHTREE,N/A,539122.0,10.0,1,0
INE105A01035,TVS Holdings Limited,TVSHLTD,TVSHLTD,520056.0,5.0,1,1
INE105C01023,3P Land Holdings Limited,3PLAND,3PLAND,516092.0,2.0,1,1
INE105D01013,Cochin Minerals & Rutiles Ltd,COCHINM,N/A,513353.0,10.0,1,0
INE105I01020,SEL Manufacturing Company Limited,SELMC,SELMC,532886.0,10.0,1,1
INE105J01010,RPG Life Sciences Limited,RPGLIFE,RPGLIFE,532983.0,8.0,1,1
INE106C01013,Zenith Fibres Ltd,ZENIFIB,N/A,514266.0,10.0,1,0
INE106G01014,Bhagwati Autocast Ltd,BGWTATO,N/A,504646.0,10.0,1,0
INE106I01010,Ankit Metal & Power Limited,ANKITMETAL,ANKITMETAL,532870.0,10.0,1,1
INE106T01025,Hi-Tech Pipes Limited,HITECH,HITECH,543411.0,1.0,1,1
INE107A01015,Tamil Nadu Newsprint & Papers Limited,TNPL,TNPL,531426.0,10.0,1,1
INE107F01022,Wanbury Limited,WANBURY,WANBURY,524212.0,10.0,1,1
INE108B01029,Kashyap Tele-Medicines Ltd,KASHYAP,N/A,531960.0,1.0,1,0
INE108C01019,Daulat Securities Ltd,DAULAT,N/A,530171.0,10.0,1,0
INE108E01023,Sundaram Multi Pap Limited,SUNDARAM,SUNDARAM,533166.0,1.0,1,1
INE108G01010,Cupid Breweries And Distilleries Ltd,CUPIDALBV,N/A,512361.0,10.0,1,0
INE108T01013,F Mec International Financial Services Ltd,FMEC,N/A,539552.0,10.0,1,0
INE108V01019,Awfis Space Solutions Limited,AWFIS,AWFIS,544181.0,10.0,1,1
INE109A01011,Shipping Corporation Of India Limited,SCI,SCI,523598.0,10.0,1,1
INE109B01019,Boston Commerce Ltd,BOSTON,N/A,531458.0,10.0,1,0
INE109C01017,Arman Financial Services Limited,ARMANFIN,ARMANFIN,531179.0,10.0,1,1
INE10CM01027,Sunsky Logistics Ltd,SUNSKY,N/A,544566.0,2.0,1,0
INE10XK01019,Prodocs Solutions Ltd,PRODOCS,N/A,544643.0,10.0,1,0
INE10XS01012,Sampat Aluminium Ltd,SAMPAT,N/A,544520.0,10.0,1,0
INE10XX01012,Spinaroo Commercial Ltd,SPINAROO,N/A,544392.0,10.0,1,0
INE110A01019,BPL Limited,BPL,BPL,500074.0,10.0,1,1
INE110B01017,Mindteck (India) Limited,MINDTECK,MINDTECK,517344.0,10.0,1,1
INE110Q01023,S & T Corporation Ltd,STCORP,N/A,514197.0,2.0,1,0
INE111601014,Icodex Publishing Solutions Ltd,ICODEX,N/A,544483.0,10.0,1,0
INE111A01025,Container Corporation of India Limited,CONCOR,CONCOR,531344.0,5.0,1,1
INE111B01023,63 moons technologies limited,63MOONS,63MOONS,526881.0,2.0,1,1
INE111F01024,Paushak Limited,PAUSHAKLTD,PAUSHAKLTD,532742.0,5.0,1,1
INE111Q01021,PDS Limited,PDSL,PDSL,538730.0,2.0,1,1
INE112B01013,Omega Ag-Seeds Punjab Ltd,OMEAG,N/A,519479.0,10.0,1,0
INE112C01011,Agio Paper & Industries Ltd,AGIOPAPER,N/A,516020.0,10.0,1,0
INE112D01035,Mahalaxmi Rubtech Limited,MHLXMIRU,MHLXMIRU,514450.0,10.0,1,1
INE112F01022,Lambodhara Textiles Limited,LAMBODHARA,LAMBODHARA,590075.0,5.0,1,1
INE112L01020,Metropolis Healthcare Limited,METROPOLIS,METROPOLIS,542650.0,2.0,1,1
INE112X01025,Sikko Industries Limited,N/A,SIKKO,N/A,1.0,0,1
INE113A01013,Gujarat Narmada Valley Fertilizers and Chemicals Limited,GNFC,GNFC,500670.0,10.0,1,1
INE113B01037,Omega Interactive Technologies Ltd,OMEGAIN,N/A,511644.0,1.0,1,0
INE113E01015,Universal Starch Chem Allied Ltd,UNIVSTAR,N/A,524408.0,10.0,1,0
INE114A01011,Steel Authority of India Limited,SAIL,SAIL,500113.0,10.0,1,1
INE114D01015,Oxford Industries Ltd,OXFORDIN,N/A,514414.0,10.0,1,0
INE114E01013,Chrome Silicon Ltd,CHROME,N/A,513005.0,10.0,1,0
INE114O01020,Worth Investment & Trading Co Ltd,WORTH,N/A,538451.0,1.0,1,0
INE115A01026,LIC Housing Finance Limited,LICHSGFIN,LICHSGFIN,500253.0,2.0,1,1
INE115E01010,Ind Agiv Commerce Ltd,INDAGIV,N/A,517077.0,10.0,1,0
INE115F01017,Shreyas Intermediates Ltd,SHREYASI,N/A,526335.0,10.0,1,0
INE115G01015,Tirupati Foam Ltd,TIRUFOAM,N/A,540904.0,10.0,1,0
INE115Q01022,Inventurus Knowledge Solutions Limited,IKS,IKS,544309.0,1.0,1,1
INE115S01010,Halder Venture Limited,HALDER,HALDER,539854.0,10.0,1,1
INE116A01032,Apcotex Industries Limited,APCOTEXIND,APCOTEXIND,523694.0,2.0,1,1
INE116C01012,ZF Steering Gear India Ltd,ZFSTEERING,N/A,505163.0,10.0,1,0
INE116D01028,B.A.G Films and Media Limited,BAGFILMS,BAGFILMS,532507.0,2.0,1,1
INE116E01018,Vaishno Cement Company Ltd,VAICC,N/A,526941.0,10.0,1,0
INE116G01013,Vardhman Acrylics Limited,N/A,VARDHACRLC,N/A,10.0,0,1
INE117A01022,ABB India Limited,ABB,ABB,500002.0,2.0,1,1
INE117B01020,Cura Technologies Limited,CURAA,CURAA,532332.0,10.0,1,1
INE117C01010,Cityman Ltd,CITYMAN,N/A,521210.0,10.0,1,0
INE117D01018,Pharmaids Pharmaceuticals Ltd,PHARMAID,N/A,524572.0,10.0,1,0
INE117F01013,VJTF Eduservices Ltd,VJTFEDU,N/A,509026.0,10.0,1,0
INE117H01019,Sir Shadi Lal Enterprises Ltd,SSLEL,N/A,532879.0,10.0,1,0
INE117K01013,RR MetalMakers India Ltd,RRMETAL,N/A,531667.0,10.0,1,0
INE117S01016,Octavius Plantations Ltd,OCTAVIUSPL,N/A,542938.0,10.0,1,0
INE117Z01011,Narmada Agrobase Limited,NARMADA,NARMADA,543643.0,10.0,1,1
INE118A01012,Bajaj Holdings & Investment Limited,BAJAJHLDNG,BAJAJHLDNG,500490.0,10.0,1,1
INE118B01010,South Asian Enterprises Ltd,SAENTER,N/A,526477.0,10.0,1,0
INE118C01018,Dynamic Portfolio Management & Services Ltd,DYNAMICP,N/A,530779.0,10.0,1,0
INE118D01016,Nuvoco Vistas Corporation Limited,NUVOCO,NUVOCO,543334.0,10.0,1,1
INE118H01025,BSE Limited,N/A,BSE,N/A,2.0,0,1
INE118Q01018,O. P. Chains Ltd,OPCHAINS,N/A,539116.0,10.0,1,0
INE118R01032,Shangar Decor Ltd,SHANGAR,N/A,540259.0,1.0,1,0
INE119201023,Park Medi World Limited,PARKHOSPS,PARKHOSPS,544645.0,2.0,1,1
INE119A01028,Balrampur Chini Mills Limited,BALRAMCHIN,BALRAMCHIN,500038.0,1.0,1,1
INE119B01018,Svam Software Ltd,SVAMSOF,N/A,523722.0,10.0,1,0
INE119R01014,Balgopal Commercial Ltd,BALGOPAL,N/A,539834.0,10.0,1,0
INE120A01034,Carborundum Universal Limited,CARBORUNIV,CARBORUNIV,513375.0,1.0,1,1
INE120D01012,Hitech Corporation Limited,HITECHCORP,HITECHCORP,526217.0,10.0,1,1
INE120V01014,Titaanium Ten Enterprise Ltd,TITAANIUM,N/A,539985.0,10.0,1,0
INE121A01024,Cholamandalam Investment and Finance Company Limited,CHOLAFIN,CHOLAFIN,511243.0,2.0,1,1
INE121B01014,Wallfort Financial Services Ltd,WALLFORT,N/A,532053.0,10.0,1,0
INE121D01036,Syschem India Ltd,SYSCHEM,N/A,531173.0,10.0,1,0
INE121E01018,JSW Energy Limited,JSWENERGY,JSWENERGY,533148.0,10.0,1,1
INE121J01017,Indus Towers Limited,INDUSTOWER,INDUSTOWER,534816.0,10.0,1,1
INE121N01019,Thejo Engineering Limited,N/A,THEJO,N/A,10.0,0,1
INE121R01077,Amagi Media Labs Limited,AMAGI,AMAGI,544679.0,5.0,1,1
INE122D01026,Aditya Spinners Ltd,ADITYASP,N/A,521141.0,10.0,1,0
INE122M01019,Essar Shipping Limited,ESSARSHPNG,ESSARSHPNG,533704.0,10.0,1,1
INE122N01017,Jumbo Finance Ltd,JUMBFNL,N/A,511060.0,10.0,1,0
INE122V01010,Terraform Magnum Ltd,TERRAFORM,N/A,506162.0,10.0,1,0
INE123B01028,Nagreeka Exports Limited,NAGREEKEXP,NAGREEKEXP,521109.0,5.0,1,1
INE123C01018,Tainwala Chemical and Plastic (I) Limited,TAINWALCHM,TAINWALCHM,507785.0,10.0,1,1
INE123D01024,Alliance Integrated Metaliks Ltd,AIML,N/A,534064.0,1.0,1,0
INE123E01014,Informed Technologies India Ltd,INFORTEC,N/A,504810.0,10.0,1,0
INE123F01029,MMTC Limited,MMTC,MMTC,513377.0,1.0,1,1
INE123M01017,RDB Rasayans Ltd,RDBRL,N/A,533608.0,10.0,1,0
INE123V01018,Terraform Realstate Ltd,TERRAREAL,N/A,512157.0,10.0,1,0
INE123W01016,SBI Life Insurance Company Limited,SBILIFE,SBILIFE,540719.0,10.0,1,1
INE124B01018,Cosmo Ferrites Ltd,COSMOFE,N/A,523100.0,10.0,1,0
INE124E01038,Steelcast Limited,STEELCAS,STEELCAS,513517.0,1.0,1,1
INE124G01033,Delta Corp Limited,DELTACORP,DELTACORP,532848.0,1.0,1,1
